ID,huNumber,commodity,ModelFamilies_ID,createdAt,createdBy,modifiedAt,modifiedBy
20000001-0001-0001-0001-000000000060,HU-H411-004,Front Assembly,10000001-0001-0001-0001-000000000008,2026-09-15T11:13:00Z,system,2026-09-15T11:13:00Z,system
20000001-0001-0001-0001-000000000061,HU-H411-005,Rear Assembly,10000001-0001-0001-0001-000000000008,2026-09-15T11:14:00Z,system,2026-09-15T11:14:00Z,system
20000001-0001-0001-0001-000000000062,HU-H411-006,Frame & Chassis,10000001-0001-0001-0001-000000000008,2026-09-15T11:15:00Z,system,2026-09-15T11:15:00Z,system
20000001-0001-0001-0001-000000000063,HU-H411-007,Exhaust,10000001-0001-0001-0001-000000000008,2026-09-15T11:16:00Z,system,2026-09-15T11:16:00Z,system
20000001-0001-0001-0001-000000000064,HU-H411-008,Accessories,10000001-0001-0001-0001-000000000008,2026-09-15T11:17:00Z,system,2026-09-15T11:17:00Z,system
20000001-0001-0001-0001-000000000065,HU-H450-001,Engine,10000001-0001-0001-0001-000000000009,2026-09-15T11:20:00Z,system,2026-09-15T11:20:00Z,system
20000001-0001-0001-0001-000000000066,HU-H450-002,Fuel System,10000001-0001-0001-0001-000000000009,2026-09-15T11:21:00Z,system,2026-09-15T11:21:00Z,system
20000001-0001-0001-0001-000000000067,HU-H450-003,Electrical,10000001-0001-0001-0001-000000000009,2026-09-15T11:22:00Z,system,2026-09-15T11:22:00Z,system
20000001-0001-0001-0001-000000000068,HU-H450-004,Front Assembly,10000001-0001-0001-0001-000000000009,2026-09-15T11:23:00Z,system,2026-09-15T11:23:00Z,system
20000001-0001-0001-0001-000000000069,HU-H450-005,Rear Assembly,10000001-0001-0001-0001-000000000009,2026-09-15T11:24:00Z,system,2026-09-15T11:24:00Z,system
20000001-0001-0001-0001-000000000070,HU-H450-006,Frame & Chassis,10000001-0001-0001-0001-000000000009,2026-09-15T11:25:00Z,system,2026-09-15T11:25:00Z,system
20000001-0001-0001-0001-000000000071,HU-H450-007,Exhaust,10000001-0001-0001-0001-000000000009,2026-09-15T11:26:00Z,system,2026-09-15T11:26:00Z,system
20000001-0001-0001-0001-000000000072,HU-H450-008,Accessories,10000001-0001-0001-0001-000000000009,2026-09-15T11:27:00Z,system,2026-09-15T11:27:00Z,system
20000001-0001-0001-0001-000000000073,HU-HADV-001,Engine,10000001-0001-0001-0001-000000000010,2026-09-15T11:30:00Z,system,2026-09-15T11:30:00Z,system
20000001-0001-0001-0001-000000000074,HU-HADV-002,Fuel System,10000001-0001-0001-0001-000000000010,2026-09-15T11:31:00Z,system,2026-09-15T11:31:00Z,system
20000001-0001-0001-0001-000000000075,HU-HADV-003,Electrical,10000001-0001-0001-0001-000000000010,2026-09-15T11:32:00Z,system,2026-09-15T11:32:00Z,system
20000001-0001-0001-0001-000000000076,HU-HADV-004,Front Assembly,10000001-0001-0001-0001-000000000010,2026-09-15T11:33:00Z,system,2026-09-15T11:33:00Z,system
20000001-0001-0001-0001-000000000077,HU-HADV-005,Rear Assembly,10000001-0001-0001-0001-000000000010,2026-09-15T11:34:00Z,system,2026-09-15T11:34:00Z,system
20000001-0001-0001-0001-000000000078,HU-HADV-006,Frame & Chassis,10000001-0001-0001-0001-000000000010,2026-09-15T11:35:00Z,system,2026-09-15T11:35:00Z,system
20000001-0001-0001-0001-000000000079,HU-HADV-007,Exhaust,10000001-0001-0001-0001-000000000010,2026-09-15T11:36:00Z,system,2026-09-15T11:36:00Z,system
20000001-0001-0001-0001-000000000080,HU-HADV-008,Accessories,10000001-0001-0001-0001-000000000010,2026-09-15T11:37:00Z,system,2026-09-15T11:37:00Z,system
20000001-0001-0001-0001-000000000081,HU-I650-001,Engine,10000001-0001-0001-0001-000000000011,2026-09-15T11:40:00Z,system,2026-09-15T11:40:00Z,system
20000001-0001-0001-0001-000000000082,HU-I650-002,Fuel System,10000001-0001-0001-0001-000000000011,2026-09-15T11:41:00Z,system,2026-09-15T11:41:00Z,system
20000001-0001-0001-0001-000000000083,HU-I650-003,Electrical,10000001-0001-0001-0001-000000000011,2026-09-15T11:42:00Z,system,2026-09-15T11:42:00Z,system
20000001-0001-0001-0001-000000000084,HU-I650-004,Front Assembly,10000001-0001-0001-0001-000000000011,2026-09-15T11:43:00Z,system,2026-09-15T11:43:00Z,system
20000001-0001-0001-0001-000000000085,HU-I650-005,Rear Assembly,10000001-0001-0001-0001-000000000011,2026-09-15T11:44:00Z,system,2026-09-15T11:44:00Z,system
20000001-0001-0001-0001-000000000086,HU-I650-006,Frame & Chassis,10000001-0001-0001-0001-000000000011,2026-09-15T11:45:00Z,system,2026-09-15T11:45:00Z,system
20000001-0001-0001-0001-000000000087,HU-I650-007,Exhaust,10000001-0001-0001-0001-000000000011,2026-09-15T11:46:00Z,system,2026-09-15T11:46:00Z,system
20000001-0001-0001-0001-000000000088,HU-I650-008,Accessories,10000001-0001-0001-0001-000000000011,2026-09-15T11:47:00Z,system,2026-09-15T11:47:00Z,system
20000001-0001-0001-0001-000000000089,HU-ICHR-001,Engine,10000001-0001-0001-0001-000000000012,2026-09-15T11:50:00Z,system,2026-09-15T11:50:00Z,system
20000001-0001-0001-0001-000000000090,HU-ICHR-002,Fuel System,10000001-0001-0001-0001-000000000012,2026-09-15T11:51:00Z,system,2026-09-15T11:51:00Z,system
20000001-0001-0001-0001-000000000091,HU-ICHR-003,Electrical,10000001-0001-0001-0001-000000000012,2026-09-15T11:52:00Z,system,2026-09-15T11:52:00Z,system
20000001-0001-0001-0001-000000000092,HU-ICHR-004,Front Assembly,10000001-0001-0001-0001-000000000012,2026-09-15T11:53:00Z,system,2026-09-15T11:53:00Z,system
20000001-0001-0001-0001-000000000093,HU-ICHR-005,Rear Assembly,10000001-0001-0001-0001-000000000012,2026-09-15T11:54:00Z,system,2026-09-15T11:54:00Z,system
20000001-0001-0001-0001-000000000094,HU-ICHR-006,Frame & Chassis,10000001-0001-0001-0001-000000000012,2026-09-15T11:55:00Z,system,2026-09-15T11:55:00Z,system
20000001-0001-0001-0001-000000000095,HU-ICHR-007,Exhaust,10000001-0001-0001-0001-000000000012,2026-09-15T11:56:00Z,system,2026-09-15T11:56:00Z,system
20000001-0001-0001-0001-000000000096,HU-ICHR-008,Accessories,10000001-0001-0001-0001-000000000012,2026-09-15T11:57:00Z,system,2026-09-15T11:57:00Z,system
20000001-0001-0001-0001-000000000097,HU-ICUS-001,Engine,10000001-0001-0001-0001-000000000013,2026-09-15T12:00:00Z,system,2026-09-15T12:00:00Z,system
20000001-0001-0001-0001-000000000098,HU-ICUS-002,Fuel System,10000001-0001-0001-0001-000000000013,2026-09-15T12:01:00Z,system,2026-09-15T12:01:00Z,system
20000001-0001-0001-0001-000000000099,HU-ICUS-003,Electrical,10000001-0001-0001-0001-000000000013,2026-09-15T12:02:00Z,system,2026-09-15T12:02:00Z,system
20000001-0001-0001-0001-000000000100,HU-ICUS-004,Front Assembly,10000001-0001-0001-0001-000000000013,2026-09-15T12:03:00Z,system,2026-09-15T12:03:00Z,system
20000001-0001-0001-0001-000000000101,HU-ICUS-005,Rear Assembly,10000001-0001-0001-0001-000000000013,2026-09-15T12:04:00Z,system,2026-09-15T12:04:00Z,system
20000001-0001-0001-0001-000000000102,HU-ICUS-006,Frame & Chassis,10000001-0001-0001-0001-000000000013,2026-09-15T12:05:00Z,system,2026-09-15T12:05:00Z,system
20000001-0001-0001-0001-000000000103,HU-ICUS-007,Exhaust,10000001-0001-0001-0001-000000000013,2026-09-15T12:06:00Z,system,2026-09-15T12:06:00Z,system
20000001-0001-0001-0001-000000000104,HU-ICUS-008,Accessories,10000001-0001-0001-0001-000000000013,2026-09-15T12:07:00Z,system,2026-09-15T12:07:00Z,system
20000001-0001-0001-0001-000000000105,HU-CGT-001,Engine,10000001-0001-0001-0001-000000000014,2026-09-15T12:10:00Z,system,2026-09-15T12:10:00Z,system
20000001-0001-0001-0001-000000000106,HU-CGT-002,Fuel System,10000001-0001-0001-0001-000000000014,2026-09-15T12:11:00Z,system,2026-09-15T12:11:00Z,system
20000001-0001-0001-0001-000000000107,HU-CGT-003,Electrical,10000001-0001-0001-0001-000000000014,2026-09-15T12:12:00Z,system,2026-09-15T12:12:00Z,system
20000001-0001-0001-0001-000000000108,HU-CGT-004,Front Assembly,10000001-0001-0001-0001-000000000014,2026-09-15T12:13:00Z,system,2026-09-15T12:13:00Z,system
20000001-0001-0001-0001-000000000109,HU-CGT-005,Rear Assembly,10000001-0001-0001-0001-000000000014,2026-09-15T12:14:00Z,system,2026-09-15T12:14:00Z,system
20000001-0001-0001-0001-000000000110,HU-CGT-006,Frame & Chassis,10000001-0001-0001-0001-000000000014,2026-09-15T12:15:00Z,system,2026-09-15T12:15:00Z,system
20000001-0001-0001-0001-000000000111,HU-CGT-007,Exhaust,10000001-0001-0001-0001-000000000014,2026-09-15T12:16:00Z,system,2026-09-15T12:16:00Z,system
20000001-0001-0001-0001-000000000112,HU-CGT-008,Accessories,10000001-0001-0001-0001-000000000014,2026-09-15T12:17:00Z,system,2026-09-15T12:17:00Z,system
20000001-0001-0001-0001-000000000113,HU-CGC-001,Engine,10000001-0001-0001-0001-000000000015,2026-09-15T12:20:00Z,system,2026-09-15T12:20:00Z,system
20000001-0001-0001-0001-000000000114,HU-CGC-002,Fuel System,10000001-0001-0001-0001-000000000015,2026-09-15T12:21:00Z,system,2026-09-15T12:21:00Z,system
20000001-0001-0001-0001-000000000115,HU-CGC-003,Electrical,10000001-0001-0001-0001-000000000015,2026-09-15T12:22:00Z,system,2026-09-15T12:22:00Z,system
20000001-0001-0001-0001-000000000116,HU-CGC-004,Front Assembly,10000001-0001-0001-0001-000000000015,2026-09-15T12:23:00Z,system,2026-09-15T12:23:00Z,system
20000001-0001-0001-0001-000000000117,HU-CGC-005,Rear Assembly,10000001-0001-0001-0001-000000000015,2026-09-15T12:24:00Z,system,2026-09-15T12:24:00Z,system
20000001-0001-0001-0001-000000000118,HU-CGC-006,Frame & Chassis,10000001-0001-0001-0001-000000000015,2026-09-15T12:25:00Z,system,2026-09-15T12:25:00Z,system
20000001-0001-0001-0001-000000000119,HU-CGC-007,Exhaust,10000001-0001-0001-0001-000000000015,2026-09-15T12:26:00Z,system,2026-09-15T12:26:00Z,system
20000001-0001-0001-0001-000000000120,HU-CGC-008,Accessories,10000001-0001-0001-0001-000000000015,2026-09-15T12:27:00Z,system,2026-09-15T12:27:00Z,system
