ID,partNumber,partName,quantity,huContainer_ID,createdAt,createdBy,modifiedAt,modifiedBy
30000001-0001-0001-0001-000000000029,REAR-C350-001,Rear Wheel,1,20000001-0001-0001-0001-000000000005,2026-09-15T10:29:00Z,system,2026-09-15T10:29:00Z,system
30000001-0001-0001-0001-000000000030,REAR-C350-002,Rear Brake Disc,1,20000001-0001-0001-0001-000000000005,2026-09-15T10:30:00Z,system,2026-09-15T10:30:00Z,system
30000001-0001-0001-0001-000000000031,REAR-C350-003,Rear Brake Caliper,1,20000001-0001-0001-0001-000000000005,2026-09-15T10:31:00Z,system,2026-09-15T10:31:00Z,system
30000001-0001-0001-0001-000000000032,REAR-C350-004,Swingarm,1,20000001-0001-0001-0001-000000000005,2026-09-15T10:32:00Z,system,2026-09-15T10:32:00Z,system
30000001-0001-0001-0001-000000000033,REAR-C350-005,Rear Shock Absorber,2,20000001-0001-0001-0001-000000000005,2026-09-15T10:33:00Z,system,2026-09-15T10:33:00Z,system
30000001-0001-0001-0001-000000000034,REAR-C350-006,Chain Guard,1,20000001-0001-0001-0001-000000000005,2026-09-15T10:34:00Z,system,2026-09-15T10:34:00Z,system
30000001-0001-0001-0001-000000000035,REAR-C350-007,Rear Fender,1,20000001-0001-0001-0001-000000000005,2026-09-15T10:35:00Z,system,2026-09-15T10:35:00Z,system
30000001-0001-0001-0001-000000000036,FRAME-C350-001,Main Frame,1,20000001-0001-0001-0001-000000000006,2026-09-15T10:36:00Z,system,2026-09-15T10:36:00Z,system
30000001-0001-0001-0001-000000000037,FRAME-C350-002,Subframe,1,20000001-0001-0001-0001-000000000006,2026-09-15T10:37:00Z,system,2026-09-15T10:37:00Z,system
30000001-0001-0001-0001-000000000038,FRAME-C350-003,Steering Stem,1,20000001-0001-0001-0001-000000000006,2026-09-15T10:38:00Z,system,2026-09-15T10:38:00Z,system
30000001-0001-0001-0001-000000000039,FRAME-C350-004,Footrest Assembly,1,20000001-0001-0001-0001-000000000006,2026-09-15T10:39:00Z,system,2026-09-15T10:39:00Z,system
30000001-0001-0001-0001-000000000040,FRAME-C350-005,Side Stand,1,20000001-0001-0001-0001-000000000006,2026-09-15T10:40:00Z,system,2026-09-15T10:40:00Z,system
30000001-0001-0001-0001-000000000041,FRAME-C350-006,Center Stand,1,20000001-0001-0001-0001-000000000006,2026-09-15T10:41:00Z,system,2026-09-15T10:41:00Z,system
30000001-0001-0001-0001-000000000042,FRAME-C350-007,Crash Guard,1,20000001-0001-0001-0001-000000000006,2026-09-15T10:42:00Z,system,2026-09-15T10:42:00Z,system
30000001-0001-0001-0001-000000000043,EXH-C350-001,Exhaust Header,1,20000001-0001-0001-0001-000000000007,2026-09-15T10:43:00Z,system,2026-09-15T10:43:00Z,system
30000001-0001-0001-0001-000000000044,EXH-C350-002,Silencer,1,20000001-0001-0001-0001-000000000007,2026-09-15T10:44:00Z,system,2026-09-15T10:44:00Z,system
30000001-0001-0001-0001-000000000045,EXH-C350-003,Exhaust Heat Shield,1,20000001-0001-0001-0001-000000000007,2026-09-15T10:45:00Z,system,2026-09-15T10:45:00Z,system
30000001-0001-0001-0001-000000000046,EXH-C350-004,Exhaust Mount Bracket,1,20000001-0001-0001-0001-000000000007,2026-09-15T10:46:00Z,system,2026-09-15T10:46:00Z,system
30000001-0001-0001-0001-000000000047,EXH-C350-005,Exhaust Gasket,1,20000001-0001-0001-0001-000000000007,2026-09-15T10:47:00Z,system,2026-09-15T10:47:00Z,system
30000001-0001-0001-0001-000000000048,EXH-C350-006,Exhaust Clamp,1,20000001-0001-0001-0001-000000000007,2026-09-15T10:48:00Z,system,2026-09-15T10:48:00Z,system
30000001-0001-0001-0001-000000000049,EXH-C350-007,Oxygen Sensor,1,20000001-0001-0001-0001-000000000007,2026-09-15T10:49:00Z,system,2026-09-15T10:49:00Z,system
30000001-0001-0001-0001-000000000050,ACC-C350-001,Tool Kit,1,20000001-0001-0001-0001-000000000008,2026-09-15T10:50:00Z,system,2026-09-15T10:50:00Z,system
30000001-0001-0001-0001-000000000051,ACC-C350-002,Rear View Mirror Set,1,20000001-0001-0001-0001-000000000008,2026-09-15T10:51:00Z,system,2026-09-15T10:51:00Z,system
30000001-0001-0001-0001-000000000052,ACC-C350-003,Owner Manual,1,20000001-0001-0001-0001-000000000008,2026-09-15T10:52:00Z,system,2026-09-15T10:52:00Z,system
30000001-0001-0001-0001-000000000053,ACC-C350-004,First Aid Kit,1,20000001-0001-0001-0001-000000000008,2026-09-15T10:53:00Z,system,2026-09-15T10:53:00Z,system
30000001-0001-0001-0001-000000000054,ACC-C350-005,Number Plate Holder,1,20000001-0001-0001-0001-000000000008,2026-09-15T10:54:00Z,system,2026-09-15T10:54:00Z,system
30000001-0001-0001-0001-000000000055,ACC-C350-006,Saree Guard,1,20000001-0001-0001-0001-000000000008,2026-09-15T10:55:00Z,system,2026-09-15T10:55:00Z,system
30000001-0001-0001-0001-000000000056,ACC-C350-007,Protective Cover,1,20000001-0001-0001-0001-000000000008,2026-09-15T10:56:00Z,system,2026-09-15T10:56:00Z,system
30000001-0001-0001-0001-000000000057,ENG-C500-001,Engine Assembly,1,20000001-0001-0001-0001-000000000009,2026-09-15T10:57:00Z,system,2026-09-15T10:57:00Z,system
30000001-0001-0001-0001-000000000058,ENG-C500-002,Cylinder Head,1,20000001-0001-0001-0001-000000000009,2026-09-15T10:58:00Z,system,2026-09-15T10:58:00Z,system
30000001-0001-0001-0001-000000000059,ENG-C500-003,Crankcase,1,20000001-0001-0001-0001-000000000009,2026-09-15T10:59:00Z,system,2026-09-15T10:59:00Z,system
30000001-0001-0001-0001-000000000060,ENG-C500-004,Piston Assembly,1,20000001-0001-0001-0001-000000000009,2026-09-15T11:00:00Z,system,2026-09-15T11:00:00Z,system
30000001-0001-0001-0001-000000000061,ENG-C500-005,Connecting Rod,1,20000001-0001-0001-0001-000000000009,2026-09-15T11:01:00Z,system,2026-09-15T11:01:00Z,system
30000001-0001-0001-0001-000000000062,ENG-C500-006,Clutch Assembly,1,20000001-0001-0001-0001-000000000009,2026-09-15T11:02:00Z,system,2026-09-15T11:02:00Z,system
30000001-0001-0001-0001-000000000063,ENG-C500-007,Gearbox Assembly,1,20000001-0001-0001-0001-000000000009,2026-09-15T11:03:00Z,system,2026-09-15T11:03:00Z,system
30000001-0001-0001-0001-000000000064,FUEL-C500-001,Fuel Tank,1,20000001-0001-0001-0001-000000000010,2026-09-15T11:04:00Z,system,2026-09-15T11:04:00Z,system
30000001-0001-0001-0001-000000000065,FUEL-C500-002,Fuel Pump,1,20000001-0001-0001-0001-000000000010,2026-09-15T11:05:00Z,system,2026-09-15T11:05:00Z,system
30000001-0001-0001-0001-000000000066,FUEL-C500-003,Fuel Injector,1,20000001-0001-0001-0001-000000000010,2026-09-15T11:06:00Z,system,2026-09-15T11:06:00Z,system
30000001-0001-0001-0001-000000000067,FUEL-C500-004,Throttle Body,1,20000001-0001-0001-0001-000000000010,2026-09-15T11:07:00Z,system,2026-09-15T11:07:00Z,system
30000001-0001-0001-0001-000000000068,FUEL-C500-005,Fuel Pipe,2,20000001-0001-0001-0001-000000000010,2026-09-15T11:08:00Z,system,2026-09-15T11:08:00Z,system
30000001-0001-0001-0001-000000000069,FUEL-C500-006,Fuel Filter,1,20000001-0001-0001-0001-000000000010,2026-09-15T11:09:00Z,system,2026-09-15T11:09:00Z,system
30000001-0001-0001-0001-000000000070,FUEL-C500-007,Fuel Tank Cap,1,20000001-0001-0001-0001-000000000010,2026-09-15T11:10:00Z,system,2026-09-15T11:10:00Z,system
30000001-0001-0001-0001-000000000071,ELE-C500-001,Main Wiring Harness,1,20000001-0001-0001-0001-000000000011,2026-09-15T11:11:00Z,system,2026-09-15T11:11:00Z,system
30000001-0001-0001-0001-000000000072,ELE-C500-002,Battery,1,20000001-0001-0001-0001-000000000011,2026-09-15T11:12:00Z,system,2026-09-15T11:12:00Z,system
30000001-0001-0001-0001-000000000073,ELE-C500-003,ECU,1,20000001-0001-0001-0001-000000000011,2026-09-15T11:13:00Z,system,2026-09-15T11:13:00Z,system
30000001-0001-0001-0001-000000000074,ELE-C500-004,Ignition Coil,1,20000001-0001-0001-0001-000000000011,2026-09-15T11:14:00Z,system,2026-09-15T11:14:00Z,system
30000001-0001-0001-0001-000000000075,ELE-C500-005,Starter Motor,1,20000001-0001-0001-0001-000000000011,2026-09-15T11:15:00Z,system,2026-09-15T11:15:00Z,system
30000001-0001-0001-0001-000000000076,ELE-C500-006,Headlamp Assembly,1,20000001-0001-0001-0001-000000000011,2026-09-15T11:16:00Z,system,2026-09-15T11:16:00Z,system
30000001-0001-0001-0001-000000000077,ELE-C500-007,Indicator Set,1,20000001-0001-0001-0001-000000000011,2026-09-15T11:17:00Z,system,2026-09-15T11:17:00Z,system
30000001-0001-0001-0001-000000000078,FRONT-C500-001,Front Fork Assembly,1,20000001-0001-0001-0001-000000000012,2026-09-15T11:18:00Z,system,2026-09-15T11:18:00Z,system
30000001-0001-0001-0001-000000000079,FRONT-C500-002,Handlebar,1,20000001-0001-0001-0001-000000000012,2026-09-15T11:19:00Z,system,2026-09-15T11:19:00Z,system
30000001-0001-0001-0001-000000000080,FRONT-C500-003,Front Wheel,1,20000001-0001-0001-0001-000000000012,2026-09-15T11:20:00Z,system,2026-09-15T11:20:00Z,system
30000001-0001-0001-0001-000000000081,FRONT-C500-004,Front Brake Disc,1,20000001-0001-0001-0001-000000000012,2026-09-15T11:21:00Z,system,2026-09-15T11:21:00Z,system
30000001-0001-0001-0001-000000000082,FRONT-C500-005,Front Brake Caliper,1,20000001-0001-0001-0001-000000000012,2026-09-15T11:22:00Z,system,2026-09-15T11:22:00Z,system
30000001-0001-0001-0001-000000000083,FRONT-C500-006,Headlight Bracket,1,20000001-0001-0001-0001-000000000012,2026-09-15T11:23:00Z,system,2026-09-15T11:23:00Z,system
30000001-0001-0001-0001-000000000084,FRONT-C500-007,Front Fender,1,20000001-0001-0001-0001-000000000012,2026-09-15T11:24:00Z,system,2026-09-15T11:24:00Z,system
30000001-0001-0001-0001-000000000085,REAR-C500-001,Rear Wheel,1,20000001-0001-0001-0001-000000000013,2026-09-15T11:25:00Z,system,2026-09-15T11:25:00Z,system
30000001-0001-0001-0001-000000000086,REAR-C500-002,Rear Brake Disc,1,20000001-0001-0001-0001-000000000013,2026-09-15T11:26:00Z,system,2026-09-15T11:26:00Z,system
30000001-0001-0001-0001-000000000087,REAR-C500-003,Rear Brake Caliper,1,20000001-0001-0001-0001-000000000013,2026-09-15T11:27:00Z,system,2026-09-15T11:27:00Z,system
30000001-0001-0001-0001-000000000088,REAR-C500-004,Swingarm,1,20000001-0001-0001-0001-000000000013,2026-09-15T11:28:00Z,system,2026-09-15T11:28:00Z,system
30000001-0001-0001-0001-000000000089,REAR-C500-005,Rear Shock Absorber,2,20000001-0001-0001-0001-000000000013,2026-09-15T11:29:00Z,system,2026-09-15T11:29:00Z,system
30000001-0001-0001-0001-000000000090,REAR-C500-006,Chain Guard,1,20000001-0001-0001-0001-000000000013,2026-09-15T11:30:00Z,system,2026-09-15T11:30:00Z,system
30000001-0001-0001-0001-000000000091,REAR-C500-007,Rear Fender,1,20000001-0001-0001-0001-000000000013,2026-09-15T11:31:00Z,system,2026-09-15T11:31:00Z,system
30000001-0001-0001-0001-000000000092,FRAME-C500-001,Main Frame,1,20000001-0001-0001-0001-000000000014,2026-09-15T11:32:00Z,system,2026-09-15T11:32:00Z,system
30000001-0001-0001-0001-000000000093,FRAME-C500-002,Subframe,1,20000001-0001-0001-0001-000000000014,2026-09-15T11:33:00Z,system,2026-09-15T11:33:00Z,system
30000001-0001-0001-0001-000000000094,FRAME-C500-003,Steering Stem,1,20000001-0001-0001-0001-000000000014,2026-09-15T11:34:00Z,system,2026-09-15T11:34:00Z,system
30000001-0001-0001-0001-000000000095,FRAME-C500-004,Footrest Assembly,1,20000001-0001-0001-0001-000000000014,2026-09-15T11:35:00Z,system,2026-09-15T11:35:00Z,system
30000001-0001-0001-0001-000000000096,FRAME-C500-005,Side Stand,1,20000001-0001-0001-0001-000000000014,2026-09-15T11:36:00Z,system,2026-09-15T11:36:00Z,system
30000001-0001-0001-0001-000000000097,FRAME-C500-006,Center Stand,1,20000001-0001-0001-0001-000000000014,2026-09-15T11:37:00Z,system,2026-09-15T11:37:00Z,system
30000001-0001-0001-0001-000000000098,FRAME-C500-007,Crash Guard,1,20000001-0001-0001-0001-000000000014,2026-09-15T11:38:00Z,system,2026-09-15T11:38:00Z,system
30000001-0001-0001-0001-000000000099,EXH-C500-001,Exhaust Header,1,20000001-0001-0001-0001-000000000015,2026-09-15T11:39:00Z,system,2026-09-15T11:39:00Z,system
30000001-0001-0001-0001-000000000100,EXH-C500-002,Silencer,1,20000001-0001-0001-0001-000000000015,2026-09-15T11:40:00Z,system,2026-09-15T11:40:00Z,system
30000001-0001-0001-0001-000000000101,EXH-C500-003,Exhaust Heat Shield,1,20000001-0001-0001-0001-000000000015,2026-09-15T11:41:00Z,system,2026-09-15T11:41:00Z,system
30000001-0001-0001-0001-000000000102,EXH-C500-004,Exhaust Mount Bracket,1,20000001-0001-0001-0001-000000000015,2026-09-15T11:42:00Z,system,2026-09-15T11:42:00Z,system
30000001-0001-0001-0001-000000000103,EXH-C500-005,Exhaust Gasket,1,20000001-0001-0001-0001-000000000015,2026-09-15T11:43:00Z,system,2026-09-15T11:43:00Z,system
30000001-0001-0001-0001-000000000104,EXH-C500-006,Exhaust Clamp,1,20000001-0001-0001-0001-000000000015,2026-09-15T11:44:00Z,system,2026-09-15T11:44:00Z,system
30000001-0001-0001-0001-000000000105,EXH-C500-007,Oxygen Sensor,1,20000001-0001-0001-0001-000000000015,2026-09-15T11:45:00Z,system,2026-09-15T11:45:00Z,system
30000001-0001-0001-0001-000000000106,ACC-C500-001,Tool Kit,1,20000001-0001-0001-0001-000000000016,2026-09-15T11:46:00Z,system,2026-09-15T11:46:00Z,system
30000001-0001-0001-0001-000000000107,ACC-C500-002,Rear View Mirror Set,1,20000001-0001-0001-0001-000000000016,2026-09-15T11:47:00Z,system,2026-09-15T11:47:00Z,system
30000001-0001-0001-0001-000000000108,ACC-C500-003,Owner Manual,1,20000001-0001-0001-0001-000000000016,2026-09-15T11:48:00Z,system,2026-09-15T11:48:00Z,system
30000001-0001-0001-0001-000000000109,ACC-C500-004,First Aid Kit,1,20000001-0001-0001-0001-000000000016,2026-09-15T11:49:00Z,system,2026-09-15T11:49:00Z,system
30000001-0001-0001-0001-000000000110,ACC-C500-005,Number Plate Holder,1,20000001-0001-0001-0001-000000000016,2026-09-15T11:50:00Z,system,2026-09-15T11:50:00Z,system
30000001-0001-0001-0001-000000000111,ACC-C500-006,Saree Guard,1,20000001-0001-0001-0001-000000000016,2026-09-15T11:51:00Z,system,2026-09-15T11:51:00Z,system
30000001-0001-0001-0001-000000000112,ACC-C500-007,Protective Cover,1,20000001-0001-0001-0001-000000000016,2026-09-15T11:52:00Z,system,2026-09-15T11:52:00Z,system
30000001-0001-0001-0001-000000000113,ENG-CC-001,Engine Assembly,1,20000001-0001-0001-0001-000000000017,2026-09-15T11:53:00Z,system,2026-09-15T11:53:00Z,system
30000001-0001-0001-0001-000000000114,ENG-CC-002,Cylinder Head,1,20000001-0001-0001-0001-000000000017,2026-09-15T11:54:00Z,system,2026-09-15T11:54:00Z,system
30000001-0001-0001-0001-000000000115,ENG-CC-003,Crankcase,1,20000001-0001-0001-0001-000000000017,2026-09-15T11:55:00Z,system,2026-09-15T11:55:00Z,system
30000001-0001-0001-0001-000000000116,ENG-CC-004,Piston Assembly,1,20000001-0001-0001-0001-000000000017,2026-09-15T11:56:00Z,system,2026-09-15T11:56:00Z,system
30000001-0001-0001-0001-000000000117,ENG-CC-005,Connecting Rod,1,20000001-0001-0001-0001-000000000017,2026-09-15T11:57:00Z,system,2026-09-15T11:57:00Z,system
30000001-0001-0001-0001-000000000118,ENG-CC-006,Clutch Assembly,1,20000001-0001-0001-0001-000000000017,2026-09-15T11:58:00Z,system,2026-09-15T11:58:00Z,system
30000001-0001-0001-0001-000000000119,ENG-CC-007,Gearbox Assembly,1,20000001-0001-0001-0001-000000000017,2026-09-15T11:59:00Z,system,2026-09-15T11:59:00Z,system
30000001-0001-0001-0001-000000000120,FUEL-CC-001,Fuel Tank,1,20000001-0001-0001-0001-000000000018,2026-09-15T12:00:00Z,system,2026-09-15T12:00:00Z,system
30000001-0001-0001-0001-000000000121,FUEL-CC-002,Fuel Pump,1,20000001-0001-0001-0001-000000000018,2026-09-15T12:01:00Z,system,2026-09-15T12:01:00Z,system
30000001-0001-0001-0001-000000000122,FUEL-CC-003,Fuel Injector,1,20000001-0001-0001-0001-000000000018,2026-09-15T12:02:00Z,system,2026-09-15T12:02:00Z,system
30000001-0001-0001-0001-000000000123,FUEL-CC-004,Throttle Body,1,20000001-0001-0001-0001-000000000018,2026-09-15T12:03:00Z,system,2026-09-15T12:03:00Z,system
30000001-0001-0001-0001-000000000124,FUEL-CC-005,Fuel Pipe,2,20000001-0001-0001-0001-000000000018,2026-09-15T12:04:00Z,system,2026-09-15T12:04:00Z,system
30000001-0001-0001-0001-000000000125,FUEL-CC-006,Fuel Filter,1,20000001-0001-0001-0001-000000000018,2026-09-15T12:05:00Z,system,2026-09-15T12:05:00Z,system
30000001-0001-0001-0001-000000000126,FUEL-CC-007,Fuel Tank Cap,1,20000001-0001-0001-0001-000000000018,2026-09-15T12:06:00Z,system,2026-09-15T12:06:00Z,system
30000001-0001-0001-0001-000000000127,ELE-CC-001,Main Wiring Harness,1,20000001-0001-0001-0001-000000000019,2026-09-15T12:07:00Z,system,2026-09-15T12:07:00Z,system
30000001-0001-0001-0001-000000000128,ELE-CC-002,Battery,1,20000001-0001-0001-0001-000000000019,2026-09-15T12:08:00Z,system,2026-09-15T12:08:00Z,system
30000001-0001-0001-0001-000000000129,ELE-CC-003,ECU,1,20000001-0001-0001-0001-000000000019,2026-09-15T12:09:00Z,system,2026-09-15T12:09:00Z,system
30000001-0001-0001-0001-000000000130,ELE-CC-004,Ignition Coil,1,20000001-0001-0001-0001-000000000019,2026-09-15T12:10:00Z,system,2026-09-15T12:10:00Z,system
30000001-0001-0001-0001-000000000131,ELE-CC-005,Starter Motor,1,20000001-0001-0001-0001-000000000019,2026-09-15T12:11:00Z,system,2026-09-15T12:11:00Z,system
30000001-0001-0001-0001-000000000132,ELE-CC-006,Headlamp Assembly,1,20000001-0001-0001-0001-000000000019,2026-09-15T12:12:00Z,system,2026-09-15T12:12:00Z,system
30000001-0001-0001-0001-000000000133,ELE-CC-007,Indicator Set,1,20000001-0001-0001-0001-000000000019,2026-09-15T12:13:00Z,system,2026-09-15T12:13:00Z,system
30000001-0001-0001-0001-000000000134,FRONT-CC-001,Front Fork Assembly,1,20000001-0001-0001-0001-000000000020,2026-09-15T12:14:00Z,system,2026-09-15T12:14:00Z,system
30000001-0001-0001-0001-000000000135,FRONT-CC-002,Handlebar,1,20000001-0001-0001-0001-000000000020,2026-09-15T12:15:00Z,system,2026-09-15T12:15:00Z,system
30000001-0001-0001-0001-000000000136,FRONT-CC-003,Front Wheel,1,20000001-0001-0001-0001-000000000020,2026-09-15T12:16:00Z,system,2026-09-15T12:16:00Z,system
30000001-0001-0001-0001-000000000137,FRONT-CC-004,Front Brake Disc,1,20000001-0001-0001-0001-000000000020,2026-09-15T12:17:00Z,system,2026-09-15T12:17:00Z,system
30000001-0001-0001-0001-000000000138,FRONT-CC-005,Front Brake Caliper,1,20000001-0001-0001-0001-000000000020,2026-09-15T12:18:00Z,system,2026-09-15T12:18:00Z,system
30000001-0001-0001-0001-000000000139,FRONT-CC-006,Headlight Bracket,1,20000001-0001-0001-0001-000000000020,2026-09-15T12:19:00Z,system,2026-09-15T12:19:00Z,system
30000001-0001-0001-0001-000000000140,FRONT-CC-007,Front Fender,1,20000001-0001-0001-0001-000000000020,2026-09-15T12:20:00Z,system,2026-09-15T12:20:00Z,system
30000001-0001-0001-0001-000000000141,REAR-CC-001,Rear Wheel,1,20000001-0001-0001-0001-000000000021,2026-09-15T12:21:00Z,system,2026-09-15T12:21:00Z,system
30000001-0001-0001-0001-000000000142,REAR-CC-002,Rear Brake Disc,1,20000001-0001-0001-0001-000000000021,2026-09-15T12:22:00Z,system,2026-09-15T12:22:00Z,system
30000001-0001-0001-0001-000000000143,REAR-CC-003,Rear Brake Caliper,1,20000001-0001-0001-0001-000000000021,2026-09-15T12:23:00Z,system,2026-09-15T12:23:00Z,system
30000001-0001-0001-0001-000000000144,REAR-CC-004,Swingarm,1,20000001-0001-0001-0001-000000000021,2026-09-15T12:24:00Z,system,2026-09-15T12:24:00Z,system
30000001-0001-0001-0001-000000000145,REAR-CC-005,Rear Shock Absorber,2,20000001-0001-0001-0001-000000000021,2026-09-15T12:25:00Z,system,2026-09-15T12:25:00Z,system
30000001-0001-0001-0001-000000000146,REAR-CC-006,Chain Guard,1,20000001-0001-0001-0001-000000000021,2026-09-15T12:26:00Z,system,2026-09-15T12:26:00Z,system
30000001-0001-0001-0001-000000000147,REAR-CC-007,Rear Fender,1,20000001-0001-0001-0001-000000000021,2026-09-15T12:27:00Z,system,2026-09-15T12:27:00Z,system
30000001-0001-0001-0001-000000000148,FRAME-CC-001,Main Frame,1,20000001-0001-0001-0001-000000000022,2026-09-15T12:28:00Z,system,2026-09-15T12:28:00Z,system
30000001-0001-0001-0001-000000000149,FRAME-CC-002,Subframe,1,20000001-0001-0001-0001-000000000022,2026-09-15T12:29:00Z,system,2026-09-15T12:29:00Z,system
30000001-0001-0001-0001-000000000150,FRAME-CC-003,Steering Stem,1,20000001-0001-0001-0001-000000000022,2026-09-15T12:30:00Z,system,2026-09-15T12:30:00Z,system
30000001-0001-0001-0001-000000000151,FRAME-CC-004,Footrest Assembly,1,20000001-0001-0001-0001-000000000022,2026-09-15T12:31:00Z,system,2026-09-15T12:31:00Z,system
30000001-0001-0001-0001-000000000152,FRAME-CC-005,Side Stand,1,20000001-0001-0001-0001-000000000022,2026-09-15T12:32:00Z,system,2026-09-15T12:32:00Z,system
30000001-0001-0001-0001-000000000153,FRAME-CC-006,Center Stand,1,20000001-0001-0001-0001-000000000022,2026-09-15T12:33:00Z,system,2026-09-15T12:33:00Z,system
30000001-0001-0001-0001-000000000154,FRAME-CC-007,Crash Guard,1,20000001-0001-0001-0001-000000000022,2026-09-15T12:34:00Z,system,2026-09-15T12:34:00Z,system
30000001-0001-0001-0001-000000000155,EXH-CC-001,Exhaust Header,1,20000001-0001-0001-0001-000000000023,2026-09-15T12:35:00Z,system,2026-09-15T12:35:00Z,system
